date,entity,entity_type,value
2026-06-29,coir-doormat,product_type,43.3
2026-07-06,coir-doormat,product_type,38.0
2026-07-13,coir-doormat,product_type,43.8
2026-07-20,coir-doormat,product_type,49.6
2026-07-27,coir-doormat,product_type,50.6
2026-08-03,coir-doormat,product_type,45.0
2026-08-10,coir-doormat,product_type,52.0
2026-08-17,coir-doormat,product_type,52.0
2024-08-26,fleece-blanket,product_type,74.7
2024-09-02,fleece-blanket,product_type,77.7
2024-09-09,fleece-blanket,product_type,78.9
2024-09-16,fleece-blanket,product_type,76.3
2024-09-23,fleece-blanket,product_type,76.1
2024-09-30,fleece-blanket,product_type,73.7
2024-10-07,fleece-blanket,product_type,98.0
2024-10-14,fleece-blanket,product_type,91.5
2024-10-21,fleece-blanket,product_type,95.1
2024-10-28,fleece-blanket,product_type,97.0
2024-11-04,fleece-blanket,product_type,143.8
2024-11-11,fleece-blanket,product_type,138.0
2024-11-18,fleece-blanket,product_type,142.3
2024-11-25,fleece-blanket,product_type,138.8
2024-12-02,fleece-blanket,product_type,169.9
2024-12-09,fleece-blanket,product_type,164.4
2024-12-16,fleece-blanket,product_type,168.9
2024-12-23,fleece-blanket,product_type,166.4
2024-12-30,fleece-blanket,product_type,163.0
2025-01-06,fleece-blanket,product_type,138.5
2025-01-13,fleece-blanket,product_type,142.9
2025-01-20,fleece-blanket,product_type,135.8
2025-01-27,fleece-blanket,product_type,134.3
2025-02-03,fleece-blanket,product_type,96.0
2025-02-10,fleece-blanket,product_type,89.7
2025-02-17,fleece-blanket,product_type,99.4
2025-02-24,fleece-blanket,product_type,99.3
2025-03-03,fleece-blanket,product_type,77.1
2025-03-10,fleece-blanket,product_type,73.9
2025-03-17,fleece-blanket,product_type,78.9
2025-03-24,fleece-blanket,product_type,77.9
2025-03-31,fleece-blanket,product_type,72.2
2025-04-07,fleece-blanket,product_type,73.7
2025-04-14,fleece-blanket,product_type,66.7
2025-04-21,fleece-blanket,product_type,68.8
2025-04-28,fleece-blanket,product_type,63.9
2025-05-05,fleece-blanket,product_type,69.2
2025-05-12,fleece-blanket,product_type,67.9
2025-05-19,fleece-blanket,product_type,67.4
2025-05-26,fleece-blanket,product_type,68.2
2025-06-02,fleece-blanket,product_type,66.9
2025-06-09,fleece-blanket,product_type,68.8
2025-06-16,fleece-blanket,product_type,72.5
2025-06-23,fleece-blanket,product_type,65.4
2025-06-30,fleece-blanket,product_type,71.1
2025-07-07,fleece-blanket,product_type,69.2
2025-07-14,fleece-blanket,product_type,69.6
2025-07-21,fleece-blanket,product_type,68.4
2025-07-28,fleece-blanket,product_type,66.3
2025-08-04,fleece-blanket,product_type,70.2
2025-08-11,fleece-blanket,product_type,70.4
2025-08-18,fleece-blanket,product_type,66.4
2025-08-25,fleece-blanket,product_type,64.7
2025-09-01,fleece-blanket,product_type,73.3
2025-09-08,fleece-blanket,product_type,75.3
2025-09-15,fleece-blanket,product_type,76.0
2025-09-22,fleece-blanket,product_type,76.5
2025-09-29,fleece-blanket,product_type,74.0
2025-10-06,fleece-blanket,product_type,92.4
2025-10-13,fleece-blanket,product_type,93.2
2025-10-20,fleece-blanket,product_type,89.4
2025-10-27,fleece-blanket,product_type,91.0
2025-11-03,fleece-blanket,product_type,135.9
2025-11-10,fleece-blanket,product_type,135.2
2025-11-17,fleece-blanket,product_type,136.2
2025-11-24,fleece-blanket,product_type,131.8
2025-12-01,fleece-blanket,product_type,159.3
2025-12-08,fleece-blanket,product_type,165.0
2025-12-15,fleece-blanket,product_type,160.1
2025-12-22,fleece-blanket,product_type,160.5
2025-12-29,fleece-blanket,product_type,162.7
2026-01-05,fleece-blanket,product_type,132.7
2026-01-12,fleece-blanket,product_type,138.8
2026-01-19,fleece-blanket,product_type,131.6
2026-01-26,fleece-blanket,product_type,135.3
2026-02-02,fleece-blanket,product_type,90.2
2026-02-09,fleece-blanket,product_type,92.9
2026-02-16,fleece-blanket,product_type,90.9
2026-02-23,fleece-blanket,product_type,92.2
2026-03-02,fleece-blanket,product_type,75.8
2026-03-09,fleece-blanket,product_type,70.0
2026-03-16,fleece-blanket,product_type,69.9
2026-03-23,fleece-blanket,product_type,71.1
2026-03-30,fleece-blanket,product_type,76.4
2026-04-06,fleece-blanket,product_type,67.4
2026-04-13,fleece-blanket,product_type,71.4
2026-04-20,fleece-blanket,product_type,67.1
2026-04-27,fleece-blanket,product_type,71.2
2026-05-04,fleece-blanket,product_type,68.3
2026-05-11,fleece-blanket,product_type,68.7
2026-05-18,fleece-blanket,product_type,62.7
2026-05-25,fleece-blanket,product_type,62.2
2026-06-01,fleece-blanket,product_type,70.2
2026-06-08,fleece-blanket,product_type,70.1
2026-06-15,fleece-blanket,product_type,74.2
2026-06-22,fleece-blanket,product_type,62.4
2026-06-29,fleece-blanket,product_type,68.3
2026-07-06,fleece-blanket,product_type,63.7
2026-07-13,fleece-blanket,product_type,64.5
2026-07-20,fleece-blanket,product_type,65.2
2026-07-27,fleece-blanket,product_type,67.8
2026-08-03,fleece-blanket,product_type,65.1
2026-08-10,fleece-blanket,product_type,67.2
2026-08-17,fleece-blanket,product_type,69.6
2024-08-26,sherpa-blanket,product_type,71.1
2024-09-02,sherpa-blanket,product_type,74.3
2024-09-09,sherpa-blanket,product_type,73.6
2024-09-16,sherpa-blanket,product_type,71.7
2024-09-23,sherpa-blanket,product_type,70.4
2024-09-30,sherpa-blanket,product_type,73.7
2024-10-07,sherpa-blanket,product_type,90.3
2024-10-14,sherpa-blanket,product_type,93.7
2024-10-21,sherpa-blanket,product_type,90.0
2024-10-28,sherpa-blanket,product_type,93.1
2024-11-04,sherpa-blanket,product_type,135.4
2024-11-11,sherpa-blanket,product_type,137.2
2024-11-18,sherpa-blanket,product_type,136.3
2024-11-25,sherpa-blanket,product_type,135.8
2024-12-02,sherpa-blanket,product_type,166.1
2024-12-09,sherpa-blanket,product_type,159.0
2024-12-16,sherpa-blanket,product_type,160.7
2024-12-23,sherpa-blanket,product_type,168.4
2024-12-30,sherpa-blanket,product_type,166.3
2025-01-06,sherpa-blanket,product_type,135.4
2025-01-13,sherpa-blanket,product_type,140.4
2025-01-20,sherpa-blanket,product_type,135.5
2025-01-27,sherpa-blanket,product_type,135.5
2025-02-03,sherpa-blanket,product_type,89.9
2025-02-10,sherpa-blanket,product_type,97.9
2025-02-17,sherpa-blanket,product_type,92.8
2025-02-24,sherpa-blanket,product_type,92.6
2025-03-03,sherpa-blanket,product_type,72.2
2025-03-10,sherpa-blanket,product_type,65.2
2025-03-17,sherpa-blanket,product_type,69.0
2025-03-24,sherpa-blanket,product_type,72.0
2025-03-31,sherpa-blanket,product_type,70.6
2025-04-07,sherpa-blanket,product_type,72.7
2025-04-14,sherpa-blanket,product_type,64.4
2025-04-21,sherpa-blanket,product_type,68.8
2025-04-28,sherpa-blanket,product_type,68.4
2025-05-05,sherpa-blanket,product_type,65.9
2025-05-12,sherpa-blanket,product_type,66.4
2025-05-19,sherpa-blanket,product_type,64.5
2025-05-26,sherpa-blanket,product_type,59.4
2025-06-02,sherpa-blanket,product_type,66.3
2025-06-09,sherpa-blanket,product_type,66.5
2025-06-16,sherpa-blanket,product_type,66.9
2025-06-23,sherpa-blanket,product_type,65.3
2025-06-30,sherpa-blanket,product_type,68.0
2025-07-07,sherpa-blanket,product_type,62.4
2025-07-14,sherpa-blanket,product_type,69.3
2025-07-21,sherpa-blanket,product_type,61.9
2025-07-28,sherpa-blanket,product_type,64.5
2025-08-04,sherpa-blanket,product_type,67.3
2025-08-11,sherpa-blanket,product_type,63.6
2025-08-18,sherpa-blanket,product_type,67.4
2025-08-25,sherpa-blanket,product_type,64.1
2025-09-01,sherpa-blanket,product_type,69.8
2025-09-08,sherpa-blanket,product_type,68.8
2025-09-15,sherpa-blanket,product_type,67.6
2025-09-22,sherpa-blanket,product_type,76.0
2025-09-29,sherpa-blanket,product_type,66.7
2025-10-06,sherpa-blanket,product_type,82.9
2025-10-13,sherpa-blanket,product_type,87.3
2025-10-20,sherpa-blanket,product_type,90.0
2025-10-27,sherpa-blanket,product_type,88.4
2025-11-03,sherpa-blanket,product_type,136.1
2025-11-10,sherpa-blanket,product_type,135.9
2025-11-17,sherpa-blanket,product_type,131.9
2025-11-24,sherpa-blanket,product_type,127.7
2025-12-01,sherpa-blanket,product_type,156.0
2025-12-08,sherpa-blanket,product_type,159.6
2025-12-15,sherpa-blanket,product_type,154.9
2025-12-22,sherpa-blanket,product_type,158.3
2025-12-29,sherpa-blanket,product_type,163.6
2026-01-05,sherpa-blanket,product_type,133.2
2026-01-12,sherpa-blanket,product_type,132.2
2026-01-19,sherpa-blanket,product_type,128.8
2026-01-26,sherpa-blanket,product_type,132.4
2026-02-02,sherpa-blanket,product_type,87.8
2026-02-09,sherpa-blanket,product_type,89.2
2026-02-16,sherpa-blanket,product_type,90.6
2026-02-23,sherpa-blanket,product_type,91.0
2026-03-02,sherpa-blanket,product_type,68.4
2026-03-09,sherpa-blanket,product_type,69.5
2026-03-16,sherpa-blanket,product_type,66.4
2026-03-23,sherpa-blanket,product_type,71.3
2026-03-30,sherpa-blanket,product_type,65.1
2026-04-06,sherpa-blanket,product_type,62.8
2026-04-13,sherpa-blanket,product_type,67.1
2026-04-20,sherpa-blanket,product_type,61.9
2026-04-27,sherpa-blanket,product_type,59.3
2026-05-04,sherpa-blanket,product_type,61.6
2026-05-11,sherpa-blanket,product_type,66.9
2026-05-18,sherpa-blanket,product_type,55.9
2026-05-25,sherpa-blanket,product_type,63.0
2026-06-01,sherpa-blanket,product_type,60.7
2026-06-08,sherpa-blanket,product_type,62.1
2026-06-15,sherpa-blanket,product_type,61.5
2026-06-22,sherpa-blanket,product_type,65.3
2026-06-29,sherpa-blanket,product_type,62.6
2026-07-06,sherpa-blanket,product_type,65.4
2026-07-13,sherpa-blanket,product_type,66.2
2026-07-20,sherpa-blanket,product_type,62.4
2026-07-27,sherpa-blanket,product_type,61.1
2026-08-03,sherpa-blanket,product_type,63.7
2026-08-10,sherpa-blanket,product_type,64.3
2026-08-17,sherpa-blanket,product_type,59.0
2024-08-26,canvas-print,product_type,52.0
2024-09-02,canvas-print,product_type,53.1
2024-09-09,canvas-print,product_type,52.5
2024-09-16,canvas-print,product_type,51.6
2024-09-23,canvas-print,product_type,51.7
2024-09-30,canvas-print,product_type,57.2
2024-10-07,canvas-print,product_type,64.2
2024-10-14,canvas-print,product_type,68.6
2024-10-21,canvas-print,product_type,65.5
2024-10-28,canvas-print,product_type,61.6
2024-11-04,canvas-print,product_type,90.5
2024-11-11,canvas-print,product_type,86.2
2024-11-18,canvas-print,product_type,91.5
2024-11-25,canvas-print,product_type,88.9
2024-12-02,canvas-print,product_type,107.5
2024-12-09,canvas-print,product_type,109.1
2024-12-16,canvas-print,product_type,99.4
2024-12-23,canvas-print,product_type,103.1
2024-12-30,canvas-print,product_type,100.7
2025-01-06,canvas-print,product_type,95.2
2025-01-13,canvas-print,product_type,87.2
2025-01-20,canvas-print,product_type,84.5
2025-01-27,canvas-print,product_type,95.0
2025-02-03,canvas-print,product_type,61.4
2025-02-10,canvas-print,product_type,58.6
2025-02-17,canvas-print,product_type,59.9
2025-02-24,canvas-print,product_type,63.7
2025-03-03,canvas-print,product_type,51.8
2025-03-10,canvas-print,product_type,49.1
2025-03-17,canvas-print,product_type,50.0
2025-03-24,canvas-print,product_type,51.6
2025-03-31,canvas-print,product_type,55.3
2025-04-07,canvas-print,product_type,49.8
2025-04-14,canvas-print,product_type,47.1
2025-04-21,canvas-print,product_type,48.0
2025-04-28,canvas-print,product_type,50.9
2025-05-05,canvas-print,product_type,53.3
2025-05-12,canvas-print,product_type,44.9
2025-05-19,canvas-print,product_type,51.5
2025-05-26,canvas-print,product_type,47.1
2025-06-02,canvas-print,product_type,43.1
2025-06-09,canvas-print,product_type,42.4
2025-06-16,canvas-print,product_type,51.8
2025-06-23,canvas-print,product_type,52.1
2025-06-30,canvas-print,product_type,45.9
2025-07-07,canvas-print,product_type,46.9
2025-07-14,canvas-print,product_type,42.1
2025-07-21,canvas-print,product_type,49.7
2025-07-28,canvas-print,product_type,47.3
2025-08-04,canvas-print,product_type,42.8
2025-08-11,canvas-print,product_type,48.0
2025-08-18,canvas-print,product_type,43.2
2025-08-25,canvas-print,product_type,48.9
2025-09-01,canvas-print,product_type,46.3
2025-09-08,canvas-print,product_type,50.5
2025-09-15,canvas-print,product_type,47.4
2025-09-22,canvas-print,product_type,42.2
2025-09-29,canvas-print,product_type,52.2
2025-10-06,canvas-print,product_type,63.2
2025-10-13,canvas-print,product_type,58.4
2025-10-20,canvas-print,product_type,60.7
2025-10-27,canvas-print,product_type,61.1
2025-11-03,canvas-print,product_type,84.1
2025-11-10,canvas-print,product_type,87.7
2025-11-17,canvas-print,product_type,83.7
2025-11-24,canvas-print,product_type,81.2
2025-12-01,canvas-print,product_type,97.7
2025-12-08,canvas-print,product_type,95.0
2025-12-15,canvas-print,product_type,92.9
2025-12-22,canvas-print,product_type,99.6
2025-12-29,canvas-print,product_type,97.4
2026-01-05,canvas-print,product_type,75.8
2026-01-12,canvas-print,product_type,79.2
2026-01-19,canvas-print,product_type,83.4
2026-01-26,canvas-print,product_type,76.3
2026-02-02,canvas-print,product_type,56.1
2026-02-09,canvas-print,product_type,66.2
2026-02-16,canvas-print,product_type,57.1
2026-02-23,canvas-print,product_type,61.3
2026-03-02,canvas-print,product_type,51.9
2026-03-09,canvas-print,product_type,44.6
2026-03-16,canvas-print,product_type,48.0
2026-03-23,canvas-print,product_type,53.3
2026-03-30,canvas-print,product_type,48.4
2026-04-06,canvas-print,product_type,51.8
2026-04-13,canvas-print,product_type,42.8
2026-04-20,canvas-print,product_type,50.0
2026-04-27,canvas-print,product_type,44.6
2026-05-04,canvas-print,product_type,43.2
2026-05-11,canvas-print,product_type,46.1
2026-05-18,canvas-print,product_type,43.7
2026-05-25,canvas-print,product_type,43.7
2026-06-01,canvas-print,product_type,45.4
2026-06-08,canvas-print,product_type,38.4
2026-06-15,canvas-print,product_type,41.3
2026-06-22,canvas-print,product_type,45.8
2026-06-29,canvas-print,product_type,46.6
2026-07-06,canvas-print,product_type,44.6
2026-07-13,canvas-print,product_type,44.3
2026-07-20,canvas-print,product_type,44.6
2026-07-27,canvas-print,product_type,46.1
2026-08-03,canvas-print,product_type,39.1
2026-08-10,canvas-print,product_type,41.8
2026-08-17,canvas-print,product_type,43.0
2024-08-26,paper-poster,product_type,70.9
2024-09-02,paper-poster,product_type,66.7
2024-09-09,paper-poster,product_type,69.5
2024-09-16,paper-poster,product_type,73.5
2024-09-23,paper-poster,product_type,76.8
2024-09-30,paper-poster,product_type,72.7
2024-10-07,paper-poster,product_type,84.4
2024-10-14,paper-poster,product_type,88.3
2024-10-21,paper-poster,product_type,86.0
2024-10-28,paper-poster,product_type,89.9
2024-11-04,paper-poster,product_type,113.0
2024-11-11,paper-poster,product_type,110.7
2024-11-18,paper-poster,product_type,118.6
2024-11-25,paper-poster,product_type,118.5
2024-12-02,paper-poster,product_type,128.8
2024-12-09,paper-poster,product_type,133.3
2024-12-16,paper-poster,product_type,131.5
2024-12-23,paper-poster,product_type,134.8
2024-12-30,paper-poster,product_type,130.7
2025-01-06,paper-poster,product_type,119.5
2025-01-13,paper-poster,product_type,120.8
2025-01-20,paper-poster,product_type,114.7
2025-01-27,paper-poster,product_type,118.1
2025-02-03,paper-poster,product_type,94.7
2025-02-10,paper-poster,product_type,88.3
2025-02-17,paper-poster,product_type,89.6
2025-02-24,paper-poster,product_type,93.9
2025-03-03,paper-poster,product_type,78.7
2025-03-10,paper-poster,product_type,74.7
2025-03-17,paper-poster,product_type,78.7
2025-03-24,paper-poster,product_type,85.1
2025-03-31,paper-poster,product_type,86.3
2025-04-07,paper-poster,product_type,75.6
2025-04-14,paper-poster,product_type,75.0
2025-04-21,paper-poster,product_type,76.6
2025-04-28,paper-poster,product_type,83.6
2025-05-05,paper-poster,product_type,80.7
2025-05-12,paper-poster,product_type,82.8
2025-05-19,paper-poster,product_type,81.6
2025-05-26,paper-poster,product_type,74.9
2025-06-02,paper-poster,product_type,76.2
2025-06-09,paper-poster,product_type,77.2
2025-06-16,paper-poster,product_type,77.9
2025-06-23,paper-poster,product_type,77.7
2025-06-30,paper-poster,product_type,78.3
2025-07-07,paper-poster,product_type,82.1
2025-07-14,paper-poster,product_type,80.8
2025-07-21,paper-poster,product_type,84.3
2025-07-28,paper-poster,product_type,81.6
2025-08-04,paper-poster,product_type,79.4
2025-08-11,paper-poster,product_type,82.2
2025-08-18,paper-poster,product_type,77.3
2025-08-25,paper-poster,product_type,75.2
2025-09-01,paper-poster,product_type,87.2
2025-09-08,paper-poster,product_type,88.6
2025-09-15,paper-poster,product_type,86.0
2025-09-22,paper-poster,product_type,84.8
2025-09-29,paper-poster,product_type,82.2
2025-10-06,paper-poster,product_type,104.2
2025-10-13,paper-poster,product_type,102.4
2025-10-20,paper-poster,product_type,102.1
2025-10-27,paper-poster,product_type,101.5
2025-11-03,paper-poster,product_type,130.8
2025-11-10,paper-poster,product_type,129.2
2025-11-17,paper-poster,product_type,133.7
2025-11-24,paper-poster,product_type,131.6
2025-12-01,paper-poster,product_type,151.6
2025-12-08,paper-poster,product_type,158.5
2025-12-15,paper-poster,product_type,153.6
2025-12-22,paper-poster,product_type,146.8
2025-12-29,paper-poster,product_type,152.9
2026-01-05,paper-poster,product_type,132.4
2026-01-12,paper-poster,product_type,135.3
2026-01-19,paper-poster,product_type,131.8
2026-01-26,paper-poster,product_type,137.8
2026-02-02,paper-poster,product_type,104.4
2026-02-09,paper-poster,product_type,104.2
2026-02-16,paper-poster,product_type,106.3
2026-02-23,paper-poster,product_type,105.9
2026-03-02,paper-poster,product_type,91.0
2026-03-09,paper-poster,product_type,91.0
2026-03-16,paper-poster,product_type,91.8
2026-03-23,paper-poster,product_type,93.1
2026-03-30,paper-poster,product_type,93.0
2026-04-06,paper-poster,product_type,92.8
2026-04-13,paper-poster,product_type,88.0
2026-04-20,paper-poster,product_type,90.5
2026-04-27,paper-poster,product_type,97.4
2026-05-04,paper-poster,product_type,89.8
2026-05-11,paper-poster,product_type,90.1
2026-05-18,paper-poster,product_type,86.6
2026-05-25,paper-poster,product_type,88.5
2026-06-01,paper-poster,product_type,90.5
2026-06-08,paper-poster,product_type,92.7
2026-06-15,paper-poster,product_type,93.2
2026-06-22,paper-poster,product_type,92.5
2026-06-29,paper-poster,product_type,94.1
2026-07-06,paper-poster,product_type,89.0
2026-07-13,paper-poster,product_type,93.7
2026-07-20,paper-poster,product_type,92.5
2026-07-27,paper-poster,product_type,93.0
2026-08-03,paper-poster,product_type,92.2
2026-08-10,paper-poster,product_type,90.6
2026-08-17,paper-poster,product_type,90.0
2024-08-26,metal-sign,product_type,72.5
2024-09-02,metal-sign,product_type,63.0
2024-09-09,metal-sign,product_type,61.2
2024-09-16,metal-sign,product_type,61.6
2024-09-23,metal-sign,product_type,59.5
2024-09-30,metal-sign,product_type,63.2
2024-10-07,metal-sign,product_type,59.8
2024-10-14,metal-sign,product_type,58.6
2024-10-21,metal-sign,product_type,62.3
2024-10-28,metal-sign,product_type,61.7
2024-11-04,metal-sign,product_type,55.0
2024-11-11,metal-sign,product_type,59.8
2024-11-18,metal-sign,product_type,56.8
2024-11-25,metal-sign,product_type,60.2
2024-12-02,metal-sign,product_type,50.4
2024-12-09,metal-sign,product_type,60.5
2024-12-16,metal-sign,product_type,62.1
2024-12-23,metal-sign,product_type,59.6
2024-12-30,metal-sign,product_type,56.5
2025-01-06,metal-sign,product_type,65.9
2025-01-13,metal-sign,product_type,63.6
2025-01-20,metal-sign,product_type,58.6
2025-01-27,metal-sign,product_type,59.5
2025-02-03,metal-sign,product_type,54.6
2025-02-10,metal-sign,product_type,62.0
2025-02-17,metal-sign,product_type,56.5
2025-02-24,metal-sign,product_type,62.7
2025-03-03,metal-sign,product_type,66.0
2025-03-10,metal-sign,product_type,62.8
2025-03-17,metal-sign,product_type,59.8
2025-03-24,metal-sign,product_type,66.8
2025-03-31,metal-sign,product_type,63.1
2025-04-07,metal-sign,product_type,73.9
2025-04-14,metal-sign,product_type,70.9
2025-04-21,metal-sign,product_type,74.3
2025-04-28,metal-sign,product_type,73.2
2025-05-05,metal-sign,product_type,91.9
2025-05-12,metal-sign,product_type,100.0
2025-05-19,metal-sign,product_type,101.4
2025-05-26,metal-sign,product_type,99.2
2025-06-02,metal-sign,product_type,112.7
2025-06-09,metal-sign,product_type,115.5
2025-06-16,metal-sign,product_type,107.2
2025-06-23,metal-sign,product_type,107.2
2025-06-30,metal-sign,product_type,109.3
2025-07-07,metal-sign,product_type,97.6
2025-07-14,metal-sign,product_type,95.9
2025-07-21,metal-sign,product_type,93.8
2025-07-28,metal-sign,product_type,96.9
2025-08-04,metal-sign,product_type,74.4
2025-08-11,metal-sign,product_type,77.3
2025-08-18,metal-sign,product_type,74.9
2025-08-25,metal-sign,product_type,69.2
2025-09-01,metal-sign,product_type,65.5
2025-09-08,metal-sign,product_type,69.2
2025-09-15,metal-sign,product_type,64.6
2025-09-22,metal-sign,product_type,67.5
2025-09-29,metal-sign,product_type,63.1
2025-10-06,metal-sign,product_type,64.1
2025-10-13,metal-sign,product_type,60.2
2025-10-20,metal-sign,product_type,61.8
2025-10-27,metal-sign,product_type,61.8
2025-11-03,metal-sign,product_type,63.8
2025-11-10,metal-sign,product_type,59.9
2025-11-17,metal-sign,product_type,58.1
2025-11-24,metal-sign,product_type,63.9
2025-12-01,metal-sign,product_type,63.9
2025-12-08,metal-sign,product_type,63.0
2025-12-15,metal-sign,product_type,65.5
2025-12-22,metal-sign,product_type,62.1
2025-12-29,metal-sign,product_type,63.6
2026-01-05,metal-sign,product_type,61.8
2026-01-12,metal-sign,product_type,62.1
2026-01-19,metal-sign,product_type,64.0
2026-01-26,metal-sign,product_type,69.8
2026-02-02,metal-sign,product_type,65.5
2026-02-09,metal-sign,product_type,65.0
2026-02-16,metal-sign,product_type,65.7
2026-02-23,metal-sign,product_type,56.4
2026-03-02,metal-sign,product_type,66.7
2026-03-09,metal-sign,product_type,68.6
2026-03-16,metal-sign,product_type,66.1
2026-03-23,metal-sign,product_type,65.8
2026-03-30,metal-sign,product_type,63.2
2026-04-06,metal-sign,product_type,75.6
2026-04-13,metal-sign,product_type,74.5
2026-04-20,metal-sign,product_type,80.1
2026-04-27,metal-sign,product_type,81.6
2026-05-04,metal-sign,product_type,106.1
2026-05-11,metal-sign,product_type,97.8
2026-05-18,metal-sign,product_type,98.4
2026-05-25,metal-sign,product_type,98.3
2026-06-01,metal-sign,product_type,112.0
2026-06-08,metal-sign,product_type,112.2
2026-06-15,metal-sign,product_type,113.7
2026-06-22,metal-sign,product_type,118.0
2026-06-29,metal-sign,product_type,113.3
2026-07-06,metal-sign,product_type,104.2
2026-07-13,metal-sign,product_type,105.2
2026-07-20,metal-sign,product_type,102.0
2026-07-27,metal-sign,product_type,104.9
2026-08-03,metal-sign,product_type,73.9
2026-08-10,metal-sign,product_type,76.4
2026-08-17,metal-sign,product_type,78.7
2024-08-26,wood-sign,product_type,42.5
2024-09-02,wood-sign,product_type,44.4
2024-09-09,wood-sign,product_type,37.1
2024-09-16,wood-sign,product_type,38.4
2024-09-23,wood-sign,product_type,39.7
2024-09-30,wood-sign,product_type,38.3
2024-10-07,wood-sign,product_type,36.5
2024-10-14,wood-sign,product_type,38.1
2024-10-21,wood-sign,product_type,38.7
2024-10-28,wood-sign,product_type,43.7
2024-11-04,wood-sign,product_type,36.2
2024-11-11,wood-sign,product_type,41.7
2024-11-18,wood-sign,product_type,43.0
2024-11-25,wood-sign,product_type,37.5
2024-12-02,wood-sign,product_type,39.8
2024-12-09,wood-sign,product_type,40.6
2024-12-16,wood-sign,product_type,40.1
2024-12-23,wood-sign,product_type,39.0
2024-12-30,wood-sign,product_type,36.7
2025-01-06,wood-sign,product_type,40.8
2025-01-13,wood-sign,product_type,37.6
2025-01-20,wood-sign,product_type,38.7
2025-01-27,wood-sign,product_type,39.1
2025-02-03,wood-sign,product_type,42.6
2025-02-10,wood-sign,product_type,45.7
2025-02-17,wood-sign,product_type,37.7
2025-02-24,wood-sign,product_type,40.0
2025-03-03,wood-sign,product_type,42.6
2025-03-10,wood-sign,product_type,51.4
2025-03-17,wood-sign,product_type,47.0
2025-03-24,wood-sign,product_type,45.8
2025-03-31,wood-sign,product_type,46.8
2025-04-07,wood-sign,product_type,62.2
2025-04-14,wood-sign,product_type,59.6
2025-04-21,wood-sign,product_type,65.2
2025-04-28,wood-sign,product_type,63.5
2025-05-05,wood-sign,product_type,73.3
2025-05-12,wood-sign,product_type,68.7
2025-05-19,wood-sign,product_type,68.4
2025-05-26,wood-sign,product_type,70.1
2025-06-02,wood-sign,product_type,63.3
2025-06-09,wood-sign,product_type,62.3
2025-06-16,wood-sign,product_type,58.3
2025-06-23,wood-sign,product_type,62.5
2025-06-30,wood-sign,product_type,57.5
2025-07-07,wood-sign,product_type,43.3
2025-07-14,wood-sign,product_type,45.7
2025-07-21,wood-sign,product_type,41.6
2025-07-28,wood-sign,product_type,42.1
2025-08-04,wood-sign,product_type,42.6
2025-08-11,wood-sign,product_type,42.0
2025-08-18,wood-sign,product_type,44.7
2025-08-25,wood-sign,product_type,39.1
2025-09-01,wood-sign,product_type,38.1
2025-09-08,wood-sign,product_type,35.6
2025-09-15,wood-sign,product_type,35.0
2025-09-22,wood-sign,product_type,38.6
2025-09-29,wood-sign,product_type,40.0
2025-10-06,wood-sign,product_type,38.0
2025-10-13,wood-sign,product_type,33.1
2025-10-20,wood-sign,product_type,36.7
2025-10-27,wood-sign,product_type,33.1
2025-11-03,wood-sign,product_type,34.4
2025-11-10,wood-sign,product_type,40.2
2025-11-17,wood-sign,product_type,31.6
2025-11-24,wood-sign,product_type,41.6
2025-12-01,wood-sign,product_type,36.7
2025-12-08,wood-sign,product_type,33.6
2025-12-15,wood-sign,product_type,35.1
2025-12-22,wood-sign,product_type,32.8
2025-12-29,wood-sign,product_type,33.1
2026-01-05,wood-sign,product_type,35.0
2026-01-12,wood-sign,product_type,33.7
2026-01-19,wood-sign,product_type,31.8
2026-01-26,wood-sign,product_type,33.9
2026-02-02,wood-sign,product_type,32.0
2026-02-09,wood-sign,product_type,32.0
2026-02-16,wood-sign,product_type,31.9
2026-02-23,wood-sign,product_type,40.7
2026-03-02,wood-sign,product_type,43.3
2026-03-09,wood-sign,product_type,43.8
2026-03-16,wood-sign,product_type,42.0
2026-03-23,wood-sign,product_type,43.4
2026-03-30,wood-sign,product_type,45.3
2026-04-06,wood-sign,product_type,56.6
2026-04-13,wood-sign,product_type,60.2
2026-04-20,wood-sign,product_type,55.0
2026-04-27,wood-sign,product_type,56.8
2026-05-04,wood-sign,product_type,65.5
2026-05-11,wood-sign,product_type,60.5
2026-05-18,wood-sign,product_type,63.2
2026-05-25,wood-sign,product_type,57.4
2026-06-01,wood-sign,product_type,54.0
2026-06-08,wood-sign,product_type,53.4
2026-06-15,wood-sign,product_type,53.1
2026-06-22,wood-sign,product_type,52.8
2026-06-29,wood-sign,product_type,55.4
2026-07-06,wood-sign,product_type,37.8
2026-07-13,wood-sign,product_type,45.9
2026-07-20,wood-sign,product_type,41.9
2026-07-27,wood-sign,product_type,37.7
2026-08-03,wood-sign,product_type,35.8
2026-08-10,wood-sign,product_type,36.7
2026-08-17,wood-sign,product_type,34.8
2024-08-26,neon-sign,product_type,56.1
2024-09-02,neon-sign,product_type,63.7
2024-09-09,neon-sign,product_type,58.9
2024-09-16,neon-sign,product_type,53.2
2024-09-23,neon-sign,product_type,57.5
2024-09-30,neon-sign,product_type,56.2
2024-10-07,neon-sign,product_type,56.6
2024-10-14,neon-sign,product_type,52.9
